Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
 Wedding,52.5427866,13.3669996,Bio-Bäckerei Bucco,52.54280988674659,13.370479345321653,Bakery
 Wedding,52.5427866,13.3669996,Pamfilya,52.54614111749985,13.358741099343542,Turkish Restaurant
 Wedding,52.5427866,13.3669996,Osteria da Pino,52.54430460687562,13.360309757251162,Trattoria/Osteria
 Wedding,52.5427866,13.3669996,Alaturka,52.545152795573124,13.369422160188224,Middle Eastern Restaurant
 Wedding,52.5427866,13.3669996,Krua Thai,52.54578090842695,13.35819623432187,Thai Restaurant
 Wedding,52.5427866,13.3669996,Louis Alfons,52.544355,13.371478,Burger Joint
 Wedding,52.5427866,13.3669996,MARS Küche & Bar,52.54609439608591,13.366403563937977,Restaurant
 Wedding,52.5427866,13.3669996,Cozymazu,52.54198353152991,13.355853000201668,Chinese Restaurant
 Wedding,52.5427866,13.3669996,Servet's Original Gemüsekebab,52.545908824193205,13.358402611943013,Doner Restaurant
 Wedding,52.5427866,13.3669996,Chibee,52.542890118231455,13.35643574019376,Korean Restaurant
 Wedding,52.5427866,13.3669996,ExRotaprint Kantine,52.550426777366006,13.369833263702342,Restaurant
 Wedding,52.5427866,13.3669996,Shikgoo,52.542965610416694,13.35645400333056,Korean Restaurant
 Wedding,52.5427866,13.3669996,Baba Sultan Köfteci,52.54598451111222,13.358697665813871,Turkish Restaurant
 Wedding,52.5427866,13.3669996,Bioladen * Café,52.542763363436855,13.356678839541141,Café
 Wedding,52.5427866,13.3669996,Kleine Mensa,52.543295237006134,13.356670764573705,Café
 Wedding,52.5427866,13.3669996,Pizza De Lux,52.54576277234332,13.358245416077104,Pizza Place
 Wedding,52.5427866,13.3669996,Motte,52.549521,13.361872,Breakfast Spot
 Wedding,52.5427866,13.3669996,Auf der Suche nach dem verlorenen Glück,52.54895295253606,13.361233553708391,Café
 Wedding,52.5427866,13.3669996,Mr. Hoang,52.54475634711417,13.368906569867395,Vietnamese Restaurant
 Wedding,52.5427866,13.3669996,Art Café Jadore,52.5362225906053,13.376059318336058,Café
 Wedding,52.5427866,13.3669996,Dedecan Best Gemüse Kebap,52.545899066460045,13.358384378678187,Kebab Restaurant
 Wedding,52.5427866,13.3669996,Lino's Barbecue,52.549359,13.361592,BBQ Joint
 Wedding,52.5427866,13.3669996,Frites van Holland,52.54662679636061,13.359396269373182,Fast Food Restaurant
 Wedding,52.5427866,13.3669996,Á Âu,52.541508,13.3689165,Vietnamese Restaurant
 Wedding,52.5427866,13.3669996,Café Desd,52.54038762914075,13.375346861207765,Bakery
 Wedding,52.5427866,13.3669996,Safran Konya Etli ekmek,52.5449133391177,13.362219508953576,Turkish Restaurant
 Wedding,52.5427866,13.3669996,Artcafé Aviator,52.544034548148915,13.36764610196737,Café
 Wedding,52.5427866,13.3669996,Ris A Chicken,52.54742708449943,13.357389541000064,Fast Food Restaurant
 Wedding,52.5427866,13.3669996,Taverna Hellas,52.5498,13.357828,Taverna
 Wedding,52.5427866,13.3669996,Vatan Bäckerei,52.54513433507183,13.360927999019623,Bakery
 Wedding,52.5427866,13.3669996,Schadé,52.54208948947466,13.357004521848644,Mediterranean Restaurant
 Wedding,52.5427866,13.3669996,Asia Food,52.54456894643911,13.360813813465606,Asian Restaurant
 Wedding,52.5427866,13.3669996,Wedding Grillhaus,52.541695739104576,13.370243310928345,Doner Restaurant
 Wedding,52.5427866,13.3669996,Dunkin',52.54710690724625,13.357968026390104,Donut Shop
 Wedding,52.5427866,13.3669996,Strudelka,52.542616778829014,13.359577215544594,Austrian Restaurant
 Wedding,52.5427866,13.3669996,Mekan Grillhaus,52.54346127170429,13.364180818358992,Doner Restaurant
 Wedding,52.5427866,13.3669996,Vietnamesische Küche - Com Pho Viet,52.54590945569875,13.358392132334648,Vietnamese Restaurant
 Wedding,52.5427866,13.3669996,Bombay Express,52.544949195585765,13.361930169035537,Indian Restaurant
 Wedding,52.5427866,13.3669996,Kaplan Döner,52.54630694256442,13.359082560953658,Doner Restaurant
 Wedding,52.5427866,13.3669996,Gia-Han,52.54228791473135,13.36979391698863,Asian Restaurant
 Wedding,52.5427866,13.3669996,Allegro,52.54133033167028,13.370211124420166,Italian Restaurant
 Wedding,52.5427866,13.3669996,Uferlos,52.550711564538446,13.37351774348041,Restaurant
 Wedding,52.5427866,13.3669996,ULTramen,52.550564,13.36613,Ramen Restaurant
 Wedding,52.5427866,13.3669996,Bäckerei Schön,52.54225036957669,13.375264406204224,Bakery
 Wedding,52.5427866,13.3669996,Max Döner,52.548172,13.36624,Doner Restaurant
 Wedding,52.5427866,13.3669996,Schneeglöckchen,52.542095,13.357377,Bakery
 Wedding,52.5427866,13.3669996,Back & Snack,52.547292305197196,13.357612138052176,Bakery
 Wedding,52.5427866,13.3669996,Nazar Grillhaus,52.548389986964516,13.36010992527008,Doner Restaurant
 Wedding,52.5427866,13.3669996,Croissanterie & Bäckerei Demirel,52.54524997026717,13.37778727476161,Bakery
 Wedding,52.5427866,13.3669996,Akcan Döner,52.544289019073865,13.378938527684987,Doner Restaurant
 Wedding,52.5427866,13.3669996,Lila,52.53614507977751,13.376308241609452,Vietnamese Restaurant
 Wedding,52.5427866,13.3669996,Bénéfice Café,52.536693,13.375151,Café
 Wedding,52.5427866,13.3669996,Café Von Luck,52.536557,13.375421,Bakery
 Wedding,52.5427866,13.3669996,Bäckerei & Café Josef,52.55107131447317,13.368043899536133,Café
 Wedding,52.5427866,13.3669996,Kebab Haus Wedding,52.55144848468169,13.367358831971076,Middle Eastern Restaurant
 Wedding,52.5427866,13.3669996,Kebap Haus,52.55148552718313,13.367255173883384,Turkish Restaurant
 Wedding,52.5427866,13.3669996,Restaurant Kochmütze,52.54835736639983,13.378300666809082,Buffet
 Gesundbrunnen,52.5486453,13.3902169,Curry Baude,52.54942017309213,13.386998598840623,Currywurst Joint
 Gesundbrunnen,52.5486453,13.3902169,Shalimar Restaurant,52.5523345102005,13.387930512604543,Pakistani Restaurant
